id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
fmb-601328,Collaborative Management in Supply Networks,Kooperatives Management in logistischen Netzen,en,FMB,5,Master,core,course,logistics,innovation_mgmt,supply chain; collaboration; logistics networks,Identify information and coordination deficiencies in logistics networks; Apply rules of behavior for collaborative management; Conduct solution-oriented negotiations and contract talks; Use collaborative IT tools to control supply networks; Design key performance indicator systems,601328,Modulkatalog FMB-Masterstudiengänge (PDF),,"Collaborative management in logistics networks, covering coordination deficiencies, win-win partnerships, negotiation and collaborative IT control tools.",
fmb-702073,Computational Fluid Dynamics,,en,FMB,5,Master,advanced,course,sim_num,,cfd; flow simulation; discretization; numerical methods,"Set up and run CFD simulations of complex flow problems; Apply finite difference, volume and element discretization methods; Critically analyze and validate CFD results; Use CFD software and supercomputing resources effectively",702073,Modulkatalog FMB-Masterstudiengänge (PDF),,"A hands-on course on computational fluid dynamics covering discretization methods, solvers and validation of flow simulations.",
fmb-800441,Computed Tomography I,,en,FMB,5,Master,introductory,course,sim_num,viz,computed tomography; image reconstruction; imaging,Explain the system theory of imaging systems; Describe the physics of X-rays and computed tomography; Apply tomographic image reconstruction methods; Implement and correct reconstruction algorithms and artefacts,800441,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on computed tomography covering imaging system theory, X-ray physics and tomographic image reconstruction methods.",
fmb-102809,,Computer Aided Geometric Design,de,FMB,5,Master,core,course,design_plm,viz,cagd; geometric modeling; splines; cad,"Model curves and surfaces using parametric representations; Apply Bezier, B-spline and NURBS techniques for geometric design; Implement computer-aided geometric design algorithms; Construct and manipulate free-form geometry for CAD",102809,Modulkatalog FMB-Masterstudiengänge (PDF),,A course on computer-aided geometric design covering curve and surface modeling for CAD applications.,
fmb-601393,Continuum Mechanics,,en,FMB,5,Master,introductory,course,mech_mat,sim_num,continuum mechanics; tensor algebra; stress analysis,Apply tensor algebra to mechanical field problems; Describe kinematics of deformable bodies in space and time; Perform stress analysis of continua; Formulate balance equations for mechanical and thermodynamic problems; Apply principles of material theory,601393,Modulkatalog FMB-Masterstudiengänge (PDF),,"Introduction to continuum mechanics field theories, covering tensor algebra, deformation kinematics, stress analysis, balance equations and material theory.",
fmb-102808,,Data Warehouse-Technologies,de,FMB,5,Master,core,course,data_eng,,data warehouse; olap; etl; business intelligence,Design and build data warehouse architectures; Model multidimensional schemas for analytical workloads; Implement ETL processes and OLAP operations; Apply data warehousing technologies for business intelligence,102808,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on data warehouse technologies covering multidimensional modeling, ETL and analytical query processing.",
fmb-601467,Data-driven methods in systems development,Datengetriebene Verfahren in der Systementwicklung,de,FMB,5,Master,introductory,course,ml_ai,sim_num; robotics,machine learning; neural networks; physics-informed ml,Apply data-driven methods to dynamic mechatronic systems; Use supervised and unsupervised learning techniques; Build and apply perceptrons and neural networks; Apply data-driven control and reinforcement learning; Use physics-informed machine learning and assess its limitations,601467,Modulkatalog FMB-Masterstudiengänge (PDF),,"Introduction to data-driven and machine learning methods for the development, analysis and optimization of dynamic mechatronic systems.",
fmb-100302,,Datenmanagement,de,FMB,5,Master,core,course,data_eng,,databases; sql; data modeling; relational,Design relational database schemas; Write and optimize SQL queries; Apply data modeling and normalization principles; Manage data with relational database systems,100302,Modulkatalog FMB-Masterstudiengänge (PDF),,"A core course on data management covering relational databases, data modeling and practical SQL exercises.",
fmb-120501,,Decision Support Projekt (ehemals Startup-Engineering III),en,FMB,5,Master,advanced,project,innovation_mgmt,methods_skills,decision support; entrepreneurship; project,Build decision support solutions in a project setting; Apply decision analysis and modeling methods; Translate business problems into decision support concepts; Document and present project results,120501,Modulkatalog FMB-Masterstudiengänge (PDF),,"A project module in which students develop a decision-support solution, applying decision analysis and venture methods.",
fmb-601387,Design of working and conveying Machines,Entwicklung von Arbeits- und Fördermaschinen,de,FMB,5,Master,core,course,design_plm,sim_num; logistics,machine design; load assumptions; multibody simulation; cranes,Determine load assumptions for working and conveying machines; Calculate forces and moments for drive and component sizing; Derive load spectra for dimensioning machine drive units; Design and conceptualize complex machine assemblies; Apply multibody simulation to size complex machines,601387,Modulkatalog FMB-Masterstudiengänge (PDF),,"Design of working and conveying machines, focusing on deriving load assumptions and spectra and applying multibody simulation to size complex assemblies.",
fmb-601391,"Design, Additive Manufacturing and Powder Requirements",,en,FMB,5,Master,core,course,manufacturing,design_plm; mech_mat,additive manufacturing; design for am; powder; ndt,Explain operating principles and limits of additive manufacturing techniques; Apply design rules and optimization strategies for AM; Specify powder requirements for different AM processes; Relate processing methods to AM build properties; Apply nondestructive inspection methods and AM standards,601391,Modulkatalog FMB-Masterstudiengänge (PDF),,"Additive manufacturing technologies covering process principles, design rules, powder requirements, process-property relationships, and nondestructive testing.",
fmb-601394,Discrete Element Method,Diskrete Elemente Methode,en,FMB,5,Master,core,project,sim_num,mech_mat; logistics,discrete element method; granular systems; simulation,"Create idealised discrete element method (DEM) models; Calibrate DEM contact model parameters; Run DEM simulations using LIGGGHTS software; Analyse and interpret DEM simulation results; Couple DEM with FEM, CFD and multibody dynamics",601394,Modulkatalog FMB-Masterstudiengänge (PDF),,"Discrete element method for simulating granular and particulate systems, covering modelling, calibration, LIGGGHTS simulation projects, and coupling with FEM/CFD.",
fmb-604167,Driver assistance systems and autonomous driving,Fahrerassistenzsysteme und autonomes Fahren,de,FMB,5,Master,core,course,mobility,robotics; sim_num,driver assistance; autonomous driving; vehicle dynamics,Explain the structure and function of driver assistance systems; Apply development methodology for driver assistance systems; Model vehicle dynamics for assistance functions; Select sensors and actuators for assistance systems; Assess stabilization and navigation-level assistance systems,604167,Modulkatalog FMB-Masterstudiengänge (PDF),,"Driver assistance systems and autonomous driving, covering vehicle dynamics, sensors and actuators, and stabilization- and navigation-level assistance functions.",
fmb-606592,Dynamics of Motion,Bewegungsdynamik,en,FMB,5,Master,core,course,sim_num,mech_mat; robotics,multibody dynamics; biomechanics; motion analysis,Model and simulate dynamic multibody systems; Apply numerical methods to solve differential equations of motion; Analyse motion under acting forces in biomechanical contexts; Solve forward dynamics using time integration and muscle models; Solve inverse kinematics and dynamics from measured data,606592,Modulkatalog FMB-Masterstudiengänge (PDF),,"Modelling and simulation of multibody motion dynamics with a biomechanical focus on exoprostheses, including forward and inverse kinematics and dynamics.",
fmb-800037,Electrical Traction Drives,Elektrische Antriebssysteme,de,FMB,5,Master,core,course,mobility,energy_sustain,electric drives; traction; drive control,Explain the structure and functions of electric drive systems; Select electrical drive systems for traction applications; Assess steady-state and dynamic drive characteristics; Analyse speed-torque behavior of electrical machines; Apply control strategies for variable-speed drives,800037,Modulkatalog FMB-Masterstudiengänge (PDF),,"Controlled and regulated electrical drive systems with a focus on traction drives, covering structure, machine characteristics and speed control strategies.",
